36650;Dominica;Digicel
366299;Dominica;Failed Calls
366999;Dominica;Fix Line
366110;Dominica;Flow
37002;Dominican Republic;Claro
370299;Dominican Republic;Failed Calls
370999;Dominican Republic;Fix Line
37001;Dominican Republic;Orange / Altice
370299;Dominican Republic;Satel
37004;Dominican Republic;Viva
514299;East Timor;Failed Calls
514999;East Timor;Fix Line
51403;East Timor;Telemor
51401;East Timor;Telkomcel
51402;East Timor;Timor Telecom
74001;Ecuador;Claro
74002;Ecuador;CNT movil
740299;Ecuador;Failed Calls
740999;Ecuador;Fix Line
74000;Ecuador;Movistar
60203;Egypt;Etisalat
602299;Egypt;Failed Calls
602999;Egypt;Fix Line
60201;Egypt;Orange
60202;Egypt;Vodafone
60204;Egypt;WE
70601;El Salvador;Claro
70602;El Salvador;Digicel
706299;El Salvador;Failed Calls
706999;El Salvador;Fix Line
70604;El Salvador;Movistar
70605;El Salvador;RED
70603;El Salvador;Tigo
627299;Equatorial Guinea;Failed Calls
627999;Equatorial Guinea;Fix Line
62703;Equatorial Guinea;Muni
62701;Equatorial Guinea;Orange
65701;Eritrea;Eritel
657299;Eritrea;Failed Calls
657999;Eritrea;Fix Line
24802;Estonia;Elisa
248299;Estonia;Failed Calls
248999;Estonia;Fix Line
24803;Estonia;Tele2
24813;Estonia;Telia
24801;Estonia;Telia
24804;Estonia;TravelSim
63601;Ethiopia;Ethio Mobile
636299;Ethiopia;Failed Calls
636999;Ethiopia;Fix Line
750299;Falkland Islands;Failed Calls
750999;Falkland Islands;Fix Line
75001;Falkland Islands;Sure
288299;Faroe Islands;Failed Calls
28801;Faroe Islands;Faroese Telecom
288999;Faroe Islands;Fix Line
28802;Faroe Islands;Hey / Kall
28803;Faroe Islands;Tosa
54202;Fiji;DigiCell
542299;Fiji;Failed Calls
542999;Fiji;Fix Line
54201;Fiji;Vodafone
24414;Finland;Alcom
244299;Finland;Benemen
24426;Finland;Compatel
244299;Finland;Cuuma
24413;Finland;DNA
24403;Finland;DNA
24412;Finland;DNA
24404;Finland;DNA
24406;Finland;Elisa
24421;Finland;Elisa
24405;Finland;Elisa
244299;Finland;Failed Calls
244999;Finland;Fix Line
244299;Finland;interactive digital media / IDM
244299;Finland;IPIFY
244299;Finland;Lancelot
244299;Finland;MI Carrier Services
244299;Finland;MobiWeb
24424;Finland;Nord Connect
24438;Finland;NSN
24439;Finland;NSN
24409;Finland;NSN
24441;Finland;NSN
24440;Finland;NSN
24407;Finland;NSN
24408;Finland;NSN
244299;Finland;RAILI
24443;Finland;Telavox
24491;Finland;Telia
24436;Finland;Telia
24415;Finland;Telit
24437;Finland;Tismi
244299;Finland;TravelSim
244299;Finland;Twilio
24435;Finland;Ukko Mobile
24442;Finland;Viahub
24447;Finland;VIRVE
24446;Finland;VIRVE
24445;Finland;VIRVE
24433;Finland;VIRVE
24432;Finland;Voxbone / Bandwidth
208299;France;Add-On Multimedia
208299;France;Afone Mobile
20828;France;Airmob
208299;France;Alphalink
208299;France;Alphalink
208299;France;Annatel
208299;France;Atlas
208299;France;Auchan
208299;France;Auchan
208299;France;Axialys
208299;France;Bazile
208299;France;BJT
208299;France;BJT
20888;France;Bouygues Telecom
20821;France;Bouygues Telecom
20820;France;Bouygues Telecom
208299;France;Bretagne Telecom
208299;France;CAT
208299;France;CELESTE
20834;France;Cellhire
208299;France;Codepi
208299;France;Coolwave
20827;France;Coriolis
208299;France;CPRO
208299;France;CRH
208299;France;CRT
208299;France;CTExcel
208299;France;Doctolib
208299;France;Failed Calls
208999;France;Fix Line
208299;France;Foliateam
20816;France;Free Mobile
20835;France;Free Mobile
20815;France;Free Mobile
20836;France;Free Mobile
20894;France;Halys
208299;France;Happy Telecom
208299;France;Hexatel
20889;France;Hub One
208299;France;i-via
20837;France;IP Directions
208299;France;IP Telecom
208299;France;Iptis
208299;France;JOi
208299;France;Kertel
208299;France;Keyyo Mobile
208299;France;La Poste Mobile
208299;France;La Poste Mobile
208299;France;LASOTEL
20838;France;Lebara
20817;France;Legos
208299;France;Linkt
208299;France;LITEYEAR
20825;France;Lycamobile
20824;France;MobiquiThings
20803;France;MobiquiThings
208299;France;Netcom
20839;France;Networth Telecom
208299;France;Nordnet
20826;France;NRJ
208299;France;onoff
208299;France;OpenIP
20802;France;Orange
20832;France;Orange
20801;France;Orange
20891;France;Orange
208299;France;Paritel
208299;France;Prixtel
208299;France;Prixtel
208299;France;SCT TELECOM
208299;France;SCT TELECOM
208299;France;Sewan Communications
20813;France;SFR
20808;France;SFR
20811;France;SFR
20810;France;SFR
20809;France;SFR
208299;France;SIMbioz
20830;France;Syma Mobile
208299;France;TDF
208299;France;Tismi
20822;France;Transatel
208299;France;Trunkline
20812;France;Truphone
208299;France;unyc
208299;France;VA SOLUTIONS
20831;France;Vectone Mobile
208299;France;VOIP Telecom
547299;French Polynesia;Failed Calls
547999;French Polynesia;Fix Line
547299;French Polynesia;Ora
54720;French Polynesia;Vini
54715;French Polynesia;Vodafone
62803;Gabon;Airtel
628299;Gabon;Failed Calls
628999;Gabon;Fix Line
62801;Gabon;Libertis
60702;Gambia;Africel
60703;Gambia;Comium
607299;Gambia;Failed Calls
607999;Gambia;Fix Line
60701;Gambia;Gamcel
60704;Gambia;QCell
28204;Georgia;Beeline
282299;Georgia;Failed Calls
282999;Georgia;Fix Line
28201;Georgia;Geocell
28207;Georgia;GlobalCell
28202;Georgia;MagtiCom
28211;Georgia;Mobilive
28222;Georgia;MyPhone
28210;Georgia;Premium Net
28208;Georgia;Silknet
28212;Georgia;Telecom 1
26223;Germany;1&1
262299;Germany;Argon Networks
26210;Germany;DB Netz
26220;Germany;Telefonica / E-Plus
262999;Germany;Fix Line
26214;Germany;Lebara
26243;Germany;Lycamobile
26221;Germany;Multiconnect
26212;Germany;sipgate
26222;Germany;sipgate
26206;Germany;T-mobile
26201;Germany;T-mobile
26278;Germany;T-mobile
26224;Germany;TelcoVillage
26205;Germany;Telefonica / E-Plus
26217;Germany;Telefonica / E-Plus
26203;Germany;Telefonica / E-Plus
26216;Germany;Telefonica / O2
26211;Germany;Telefonica / O2
26208;Germany;Telefonica / O2
26207;Germany;Telefonica / O2
262299;Germany;Tismi
262299;Germany;Truphone
26202;Germany;Vodafone
26209;Germany;Vodafone
26204;Germany;Vodafone
26242;Germany;Vodafone
62003;Ghana;Airtel
62006;Ghana;Airtel
620299;Ghana;Comsys
620299;Ghana;Failed Calls
620999;Ghana;Fix Line
62007;Ghana;Glo
62001;Ghana;MTN
62005;Ghana;National Security
62008;Ghana;Surfline
62002;Ghana;Vodafone
266299;Gibraltar;Failed Calls
266999;Gibraltar;Fix Line
266299;Gibraltar;GibFibreSpeed
26601;Gibraltar;Gibtel
202299;Greece;AMD Telecom
202299;Greece;Apifon
20215;Greece;BWS
20202;Greece;Cosmote
20201;Greece;Cosmote
202999;Greece;Fix Line
20216;Greece;Inter Telecom
202299;Greece;Interconnect
202299;Greece;M-STAT
202299;Greece;Nova
20204;Greece;OSE
20203;Greece;OTE
202299;Greece;OTEGLOBE
202299;Greece;Premium Net
20205;Greece;Vodafone
20210;Greece;Wind
20209;Greece;Wind
20212;Greece;Yuboto
290299;Greenland;Failed Calls
290999;Greenland;Fix Line
29001;Greenland;Tele Greenland
35250;Grenada;Digicel
352299;Grenada;Failed Calls
352999;Grenada;Fix Line
352110;Grenada;Flow
352299;Grenada;Spice Mobile
34008;Guadeloupe and Martinique and French Guiana;Amigo
34020;Guadeloupe and Martinique and French Guiana;Digicel
340299;Guadeloupe and Martinique and French Guiana;Failed Calls
340999;Guadeloupe and Martinique and French Guiana;Fix Line
34004;Guadeloupe and Martinique and French Guiana;Free
34001;Guadeloupe and Martinique and French Guiana;Orange
34002;Guadeloupe and Martinique and French Guiana;SFR
310370;Guam;Docomo Pacific
310470;Guam;Docomo Pacific
310299;Guam;Failed Calls
310999;Guam;Fix Line
310140;Guam;GTA
310110;Guam;IT&E
70401;Guatemala;Claro
704299;Guatemala;Failed Calls
704999;Guatemala;Fix Line
70403;Guatemala;Movistar
70402;Guatemala;Tigo
61105;Guinea;Cellcom
611299;Guinea;Failed Calls
611999;Guinea;Fix Line
61104;Guinea;MTN
61101;Guinea;Orange
632299;Guinea-Bissau;Failed Calls
632999;Guinea-Bissau;Fix Line
63201;Guinea-Bissau;Guinetel
63202;Guinea-Bissau;MTN
63203;Guinea-Bissau;Orange
73802;Guyana;Cellink
73801;Guyana;Digicel
738299;Guyana;Failed Calls
738999;Guyana;Fix Line
37202;Haiti;Digicel
372299;Haiti;Failed Calls
372999;Haiti;Fix Line
37203;Haiti;Natcom
70801;Honduras;Claro
70801;Honduras;Claro
708299;Honduras;Failed Calls
708999;Honduras;Fix Line
70830;Honduras;HonduTel
70830;Honduras;HonduTel
70802;Honduras;Tigo
70802;Honduras;Tigo
45414;Hong Kong;3
45405;Hong Kong;3
45404;Hong Kong;3
45403;Hong Kong;3
45412;Hong Kong;China Mobile
45432;Hong Kong;HKBN
45430;Hong Kong;China Mobile
45413;Hong Kong;China Mobile
45407;Hong Kong;China Unicom
45411;Hong Kong;CHKTL
45401;Hong Kong;Citic
45431;Hong Kong;CTExcel
45436;Hong Kong;Eascotel
454999;Hong Kong;Fix Line
454391;Hong Kong;Government
45425;Hong Kong;Government
454395;Hong Kong;Government
45426;Hong Kong;Government
454390;Hong Kong;Government
454394;Hong Kong;Government
454398;Hong Kong;Government
454393;Hong Kong;Government
454397;Hong Kong;Government
454392;Hong Kong;Government
45428;Hong Kong;Government
454396;Hong Kong;Government
45427;Hong Kong;Government
45424;Hong Kong;Multibyte
45415;Hong Kong;SmarTone
45417;Hong Kong;SmarTone
45406;Hong Kong;SmarTone
45416;Hong Kong;SUN Mobile / CSL
45402;Hong Kong;SUN Mobile / CSL
45400;Hong Kong;SUN Mobile / CSL
45410;Hong Kong;SUN Mobile / CSL
45420;Hong Kong;SUN Mobile / CSL
45418;Hong Kong;SUN Mobile / CSL
45419;Hong Kong;SUN Mobile / CSL
45408;Hong Kong;Tru
45435;Hong Kong;Webbing
216299;Hungary;Antenna
21603;Hungary;Digi
216999;Hungary;Fix line
216299;Hungary;Invitech
216299;Hungary;Mobil4
21602;Hungary;MVM NET
216299;Hungary;Netfone
216299;Hungary;TARR
21630;Hungary;Telekom
21601;Hungary;Telenor
216299;Hungary;Vidanet
21671;Hungary;Vodafone
21670;Hungary;Vodafone
274299;Iceland;Failed Calls
274999;Iceland;Fix Line
27411;Iceland;NOVA
27431;Iceland;Siminn
27408;Iceland;Siminn
27401;Iceland;Siminn
27416;Iceland;Tismi
27404;Iceland;Viking Wireless
27412;Iceland;Vodafone
27403;Iceland;Vodafone
